"picnum","ename","gname","sname","iname","bname","hname","cname","egoodrt","ggoodrt","sgoodrt","igoodrt","bgoodrt","hgoodrt","cgoodrt","enoname","gnoname","snoname","inoname","bnoname","hnoname","cnoname","ebadrt","gbadrt","sbadrt","ibadrt","bbadrt","hbadrt","cbadrt","etype","gtype","stype","itype","btype","htype","ctype","elex1","glex1","slex1","ilex1","blex1","hlex1","clex1","elex2","glex2","slex2","ilex2","blex2","hlex2","clex2","elex3","glex3","slex3","ilex3","blex3","hlex3","clex3","elex4","glex4","slex4","ilex4","blex4","hlex4","clex4","erttot","grttot","srttot","irttot","brttot","hrttot","crttot","erttar","grttar","srttar","irttar","brttar","hrttar","crttar","ert2","grt2","srt2","irt2","brt2","hrt2","crt2","ert3","grt3","srt3","irt3","brt3","hrt3","crt3","ert4","grt4","srt4","irt4","brt4","hrt4","crt4","esyll","gsyll","ssyll","isyll","bsyll","hsyll","csyll","echar","gchar","schar","ichar","bchar","hchar","lnefreq","lngfreq","lnsfreq","lnifreq","lnbfreq","lnhfreq","lncfreq"
"obj245","lightswitch","schalter","apagador","interruttore","kljuch","kapcsoló","kai1-guan1",1,1,0.84,0.88,0.84,0.94,0.94,0,0,0.12,0.06,0.06,0,0,0,0,0.04,0.06,0.1,0.06,0.06,5,5,7,4,7,2,8,0.64,0.53,0.45,0.93,0.79,0.64,0.77,0.34,0.43,0,0.02,0.07,0.36,0.09,0,0,0.48,0,0,0,0.02,0.02,0.03,0.07,0.05,0.14,0,0.13,976,1356,1429,1266,1424,1048,1314,966,1319,1335,1273,1329,1031,1223,944,1407,NA,985,1501,1079,1884,NA,NA,1499,NA,NA,NA,1456,1863,1283,1569,1270,1907,NA,1457,2,1,4,5,1,3,2,11,8,8,12,6,8,0,1.099,0,0,5.6,0,3.664
"obj246","lion","loewe","león","leone","l^v","oroszlán","shi1-zi5",0.98,1,0.98,1,0.94,0.96,0.98,0,0,0,0,0.02,0,0,0.02,0,0.02,0,0.04,0.04,0.02,1,1.7,1,2,1,1,2,1,1,1,0.98,1,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.02,0,0,0,812,771,801,813,861,702,865,812,771,801,809,861,702,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146,NA,NA,NA,1035,NA,NA,NA,2,2,2,3,1,3,2,4,4,4,5,3,8,3.258,3.761,4.025,0,3.8,0,4.585
"obj247","lips","mund","labios","bocca","ustni","száj","cui3-chen2",1,0.93,1,1,0.9,0.96,0.94,0,0,0,0,0.02,0,0,0,0.07,0,0,0.08,0.04,0.06,3,3.3,2,2,2,2,4,0.94,0.93,0.68,0.58,0.78,0.9,0.72,0.02,0,0,0,0,0,0.02,0,0,0,0.42,0,0,0,0.04,0.07,0.32,0,0.22,0.1,0.26,702,775,871,855,957,788,872,696,755,860,814,944,734,890,595,NA,NA,NA,NA,NA,994,NA,NA,NA,911,NA,NA,NA,884,1026,894,NA,1002,1258,810,1,1,2,2,2,1,2,4,4,6,5,5,4,0,4.19,5.778,2.197,4.947,5.645,3.761
"obj248","lipstick","lippenstift","lápiz labial","rossetto","chervilo","rúzs","kou3-hung2",1,1,0.86,0.98,0.98,0.96,1,0,0,0.1,0,0,0,0,0,0,0.04,0.02,0.02,0.04,0,1,1.7,8,1,1,2,2,1,1,0.54,1,1,0.98,0.98,0,0,0.05,0,0,0.02,0,0,0,0.3,0,0,0,0.02,0,0,0.12,0,0,0,0,803,915,1364,864,1017,852,897,803,915,1296,864,1017,851,894,NA,NA,1536,NA,NA,891,NA,NA,NA,1492,NA,NA,NA,1022,NA,NA,1276,NA,NA,NA,NA,2,3,4,3,3,1,2,8,11,11,8,8,4,2.079,1.386,0,3.045,5.35,0,3.332
"obj249","lizard","eidechse","lagartija","lucertola","gushter","gyík","xi1-i4",0.98,0.93,0.96,0.84,0.9,0.96,0.94,0,0.03,0.02,0.12,0.1,0,0,0.02,0.03,0.02,0.04,0,0.04,0.06,5,11.7,3,7,5,7,3,0.88,0.36,0.56,0.71,0.82,0.75,0.83,0,0,0.13,0,0,0,0.02,0,0,0,0,0,0,0,0.12,0.64,0.31,0.29,0.18,0.25,0.15,1229,1272,1267,1412,1337,1273,1239,1155,1076,1239,1322,1317,1155,1239,NA,NA,1182,NA,NA,NA,1598,NA,NA,NA,NA,NA,NA,NA,1755,1381,1352,1638,1431,1630,1190,2,3,4,4,2,1,2,6,8,9,9,7,4,1.609,0.693,0,0,3.15,0,2.996
"obj250","llama","lama","llama","lama","lama","láma","iang2",0.9,0.87,0.74,0.58,0.68,0.84,0.72,0.08,0.1,0.24,0.38,0.2,0.1,0.22,0.02,0.03,0.02,0.04,0.12,0.06,0.06,7,8.3,5,9,5,9,7,0.76,0.85,0.76,0.45,0.85,0.76,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.15,0.24,0.55,0.15,0.24,0.5,1495,1686,1582,1702,1739,1817,1969,1387,1559,1487,1571,1653,1721,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1831,2385,1879,1809,2237,2125,2006,2,2,2,2,2,2,1,5,4,5,4,4,4,0,0.693,5.583,3.045,2.1,0,0
"obj251","lobster","krebs","langosta","aragosta","rak","rák","lung2-xia1",0.98,1,0.74,0.86,0.92,0.92,0.82,0.02,0,0.22,0.08,0.02,0.02,0,0,0,0.04,0.06,0.06,0.06,0.18,5,6.7,7,7,3,5,6,0.84,0.73,0.62,0.7,0.85,0.87,0.61,0,0,0,0,0.04,0,0.02,0,0,0,0.02,0,0,0,0.16,0.27,0.38,0.28,0.11,0.13,0.37,1361,1436,1612,1637,1287,1194,1534,1289,1415,1639,1545,1217,1154,1328,NA,NA,NA,NA,1227,NA,2058,NA,NA,NA,2146,NA,NA,NA,1730,1496,1567,1826,1859,1462,1844,2,1,3,4,1,1,2,7,5,8,8,3,3,1.386,1.946,2.079,0,3.15,0,2.833
"obj252","lock","schloss","candado","lucchetto","katinar","lakat","suo3",0.98,1,0.98,0.88,0.92,1,0.92,0.02,0,0.02,0.08,0,0,0.04,0,0,0,0.04,0.08,0,0.04,1,5,1,2,1,2,6,1,0.87,1,0.93,1,0.98,0.8,0,0.13,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.07,0,0.02,0.09,968,1108,1004,1174,997,866,1378,968,1094,1004,1166,997,863,1404,NA,1198,NA,NA,NA,NA,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1278,NA,980,1093,1,1,3,3,3,2,1,4,6,7,9,7,5,2.773,4.29,2.303,0,3.6,0,3.892
"obj253","log","baumstamm","tronco","tronco","d^rvo","fatörzs","mu4-tou2",1,1,0.98,0.96,0.96,1,0.92,0,0,0,0,0.02,0,0.02,0,0,0.02,0.04,0.02,0,0.06,6,15,7,8,8,13,9,0.74,0.37,0.86,0.69,0.42,0.26,0.61,0,0.1,0,0,0,0.34,0.15,0,0,0,0.08,0,0.04,0,0.26,0.53,0.14,0.23,0.58,0.36,0.24,1032,1275,1096,1145,1576,1200,1198,975,1291,1039,1055,1491,1188,1218,NA,1745,NA,NA,NA,1107,1252,NA,NA,NA,1485,NA,1412,NA,1194,1177,1443,1293,1636,1272,1114,1,2,2,2,2,2,2,3,9,6,6,5,7,2.485,1.386,3.584,0,5.2,0,3.97
"obj254","magnet","magnet","imán","calamita","magnit","mágnes","ci2-tie3",0.98,0.97,0.96,1,0.84,0.96,0.84,0,0.03,0.04,0,0.04,0,0.02,0.02,0,0,0,0.12,0.04,0.14,2,3.3,3,3,2,2,2,0.96,0.79,0.92,0.96,0.98,0.98,0.88,0,0,0,0.02,0,0.02,0,0,0,0.04,0.02,0,0,0,0.04,0.21,0.04,0,0.02,0,0.12,1202,1352,1221,1203,1256,1015,1271,1189,1384,1217,1179,1242,993,1285,NA,NA,NA,1850,NA,2038,NA,NA,NA,1025,1701,NA,NA,NA,1508,1227,1505,NA,1840,NA,1166,2,2,2,4,2,2,2,6,6,4,8,6,6,1.386,1.609,3.045,0,3.2,0,0.693
"obj255","mailbox","briefkasten","buzón","cassetta della posta","poshtenska kutija","postaláda","xin4-xiang1",1,0.97,0.86,0.84,0.94,0.96,0.88,0,0,0.06,0.08,0.02,0,0.02,0,0.03,0.08,0.08,0.04,0.04,0.1,3,3.3,4,15,3,5,5,0.84,0.97,0.86,0.12,0.66,0.65,0.8,0,0,0,0.31,0.21,0.33,0.07,0,0,0,0.12,0,0,0.11,0.16,0.03,0.14,0.45,0.13,0.02,0.02,856,984,1217,1556,1201,1150,1166,846,975,1157,1193,1185,1084,1162,NA,NA,NA,1602,1137,1273,1160,NA,NA,NA,1834,NA,NA,1268,906,1246,1584,1548,1389,1229,826,2,3,2,7,6,4,2,7,11,5,20,16,9,1.099,1.386,2.398,0,4,0,3.784
"obj256","man","mann","hombre","uomo","chovek","férfi","ren2",1,0.97,0.96,0.98,0.86,0.96,0.88,0,0,0.02,0,0.02,0,0.02,0,0.03,0.02,0.02,0.12,0.04,0.1,3,5,8,4,5,4,7,0.94,0.93,0.56,0.86,0.44,0.63,0.46,0.02,0.03,0,0,0,0,0,0,0,0.33,0,0,0.1,0,0.04,0.03,0.1,0.14,0.56,0.27,0.55,1018,1100,1410,1112,1417,1225,1358,978,1093,1365,1110,1241,1270,1241,1516,1298,NA,NA,NA,NA,NA,NA,NA,1471,NA,NA,1525,NA,1703,1089,1456,1129,1556,1008,1456,1,1,2,2,2,2,1,3,4,6,4,6,5,7.396,6.616,7.584,5.468,6.55,6.196,6.76
"obj257","map","landkarte","mapa","cartina","karta","térkép","di4-tu2",1,0.9,1,0.94,0.98,1,0.98,0,0.03,0,0,0,0,0,0,0.07,0,0.06,0.02,0,0.02,1,5,3,9,4,1,3,1,0.7,0.94,0.4,0.9,1,0.96,0,0.3,0,0.26,0.06,0,0.04,0,0,0,0.17,0,0,0,0,0,0.06,0.17,0.04,0,0,847,1038,1011,1255,1179,926,965,847,960,1009,1114,1178,926,958,NA,1222,NA,1412,1218,NA,1131,NA,NA,NA,1180,NA,NA,NA,NA,NA,1037,1428,1148,NA,NA,1,3,3,3,2,2,2,3,9,4,7,5,6,3.714,2.197,3.932,1.792,5.35,2.639,4.745
"obj258","mask","maske","máscara","maschera","maska","álarc","mian4-jyu4",1,1,1,1,0.94,0.98,0.92,0,0,0,0,0,0,0.02,0,0,0,0,0.06,0.02,0.06,2,1.7,1,1,1,2,3,0.98,1,1,1,1,0.67,0.96,0,0,0,0,0,0,0.02,0,0,0,0,0,0.33,0,0.02,0,0,0,0,0,0.02,847,943,915,881,1023,1005,983,852,943,915,881,1023,964,985,NA,NA,NA,NA,NA,NA,912,NA,NA,NA,NA,NA,1091,NA,606,NA,NA,NA,NA,NA,958,1,2,3,3,2,2,2,4,5,7,8,5,5,3.045,2.079,3.401,0,4.1,0,3.664
"obj259","match","streichholz","cerillo","fiammifero","klechka","gyufa","huo3-chai2",0.96,1,0.98,1,0.9,0.96,0.92,0.02,0,0.02,0,0.06,0,0,0.02,0,0,0,0.04,0.04,0.08,1,5,3,4,6,2,2,1,0.93,0.92,0.74,0.44,0.96,0.5,0,0,0,0,0.42,0.04,0.5,0,0.03,0.06,0.24,0,0,0,0,0.03,0.02,0.02,0.13,0,0,910,1061,981,1187,1304,955,1172,910,1046,945,1089,1199,944,1152,NA,NA,NA,NA,1355,1213,1192,NA,1235,1367,1447,NA,NA,NA,NA,1302,1443,1698,1496,NA,NA,1,2,3,4,2,2,2,5,11,7,10,7,5,4.06,2.079,0,0,4,0,3.091
"obj260","medal","medaille","medalla","medaglia","medal","érem","hui1-zhang1",0.94,0.97,0.98,1,0.96,0.92,0.8,0.02,0.03,0,0,0,0,0.1,0.04,0,0.02,0,0.04,0.08,0.1,3,6.7,3,3,3,7,5,0.89,0.45,0.94,0.94,0.79,0.5,0.45,0.09,0,0.02,0,0,0.02,0.3,0,0,0,0,0.19,0.3,0,0.02,0.55,0.04,0.06,0.02,0.17,0.25,1202,1496,1217,1167,1306,1315,1505,1197,1325,1179,1164,1275,1112,1494,1211,NA,1265,NA,NA,1909,1434,NA,NA,NA,NA,1421,1508,NA,1350,1635,2053,1224,1467,1489,1612,2,3,3,3,2,2,2,5,8,7,8,5,4,2.485,2.565,2.565,0,3.4,0,3.178
"obj261","microphone","mikrophon","micrófono","microfono","mikrofon","mikrofon","mai4-ke4-feng1",0.8,0.87,0.9,0.94,0.82,0.82,0.74,0.2,0.1,0.1,0.06,0.18,0.16,0.2,0,0.03,0,0,0,0.02,0.06,5,3.3,6,5,1,4,5,0.9,0.92,0.84,0.92,1,0.9,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0.16,0.09,0,0.1,0.11,1532,1243,1406,1205,1494,1247,1487,1473,1227,1304,1181,1494,1114,1432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065,1441,1958,1459,NA,2486,1945,3,3,4,4,3,3,3,10,9,9,9,8,8,2.197,2.079,2.485,3.401,3.8,0,4.06
"obj262","microscope","mikroskop","microscopio","microscopio","mikroskop","mikroszkóp","xian3-ui2-jing4",0.9,0.93,0.8,0.7,0.82,0.92,0.8,0.08,0.03,0.06,0.24,0.1,0.08,0,0.02,0.03,0.14,0.06,0.08,0,0.2,2,1.7,3,3,4,2,2,0.84,1,0.83,0.8,0.93,0.94,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.18,0.2,0.07,0.07,0.03,1203,1302,1305,1524,1548,1188,1189,1212,1302,1262,1439,1506,1173,1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153,NA,1508,1865,2076,1396,639,3,3,4,4,3,3,3,10,9,11,11,9,10,2.197,1.792,3.178,0,2.95,0,3.689
"obj263","mirror","spiegel","espejo","specchio","ogledalo","tükör","jing4-zi5",0.98,1,1,1,0.96,1,0.98,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0.02,1,3.3,1,1,1,2,1,1,0.97,1,1,1,0.98,1,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,932,810,874,916,829,850,873,916,810,874,916,808,850,NA,1396,NA,NA,NA,1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,4,2,2,6,7,6,8,8,5,3.912,3.664,5.338,1.609,5.05,4.159,4.754
"obj264","mixer","mixer","batidora","frullatore","mikser","habveröö","yun4-dou3",0.92,0.87,0.9,0.68,0.88,0.86,0.52,0.04,0,0.1,0.24,0.04,0.06,0.42,0.04,0.13,0,0.08,0.08,0.08,0.06,6,10,6,4,2,11,6,0.39,0.77,0.82,0.59,0.89,0.3,0.69,0,0.04,0.02,0,0,0.07,0.04,0.24,0.08,0.07,0.32,0,0.23,0,0.37,0.12,0.09,0.09,0.11,0.4,0.27,1388,1559,1411,1407,1372,1670,1717,1367,1523,1337,1471,1359,1633,1719,NA,1538,1795,NA,NA,1961,3031,1271,1770,1548,1462,NA,1461,NA,1487,1664,1903,777,1475,1770,1524,2,2,4,4,2,3,2,5,5,8,10,6,7,1.099,1.386,0,0,3.95,0,1.099
"obj265","priest","moench","sacerdote","frate","monah","pap","mu4-shi1",0.92,0.83,0.92,0.98,0.84,0.92,0.78,0.06,0.03,0.08,0,0.08,0,0.12,0.02,0.13,0,0.02,0.08,0.08,0.1,8,10,8,5,7,6,18,0.44,0.64,0.41,0.47,0.6,0.52,0.15,0,0,0,0,0,0.02,0,0.44,0,0.28,0.14,0,0.44,0.13,0.13,0.36,0.3,0.39,0.4,0.02,0.72,1322,1484,1597,1303,1675,1450,1975,1077,1360,1771,1344,1692,1269,1876,NA,NA,NA,NA,NA,2224,NA,1397,NA,1427,1291,NA,1648,2199,1890,1703,1519,1257,1650,1061,1957,1,1,4,2,2,1,2,6,5,9,5,5,3,3.912,3.258,3.689,1.386,3,3.829,3.178
"obj266","monkey","affe","chango","scimmia","majmuna","majom","hou2-zi5",1,0.97,1,0.9,0.88,0.96,0.96,0,0,0,0.02,0,0,0,0,0.03,0,0.08,0.12,0.04,0.04,1,1.7,4,4,1,1,2,1,1,0.58,0.91,1,1,0.98,0,0,0,0,0,0,0.02,0,0,0.36,0,0,0,0,0,0,0.06,0.09,0,0,0,794,849,1146,1066,965,887,895,794,849,1080,1041,965,887,898,NA,NA,NA,NA,NA,NA,755,NA,NA,1151,NA,NA,NA,NA,NA,NA,1756,1319,NA,NA,NA,2,2,2,2,3,2,2,6,4,6,7,7,5,2.944,2.079,0,0,4.3,0,4.263
"obj267","moon","mond","luna","luna","luna","hold","yue4-liang4",0.94,0.97,1,0.98,0.92,1,0.96,0,0.03,0,0.02,0.02,0,0,0.06,0,0,0,0.06,0,0.04,1,3.3,3,2,2,2,3,1,0.97,0.96,0.98,0.91,0.98,0.96,0,0.03,0.04,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.02,804,841,792,766,979,808,766,804,839,772,757,956,803,758,NA,903,1279,1181,NA,1054,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216,NA,690,1,1,2,2,2,1,2,4,4,4,4,4,4,4.094,4.357,5.075,1.792,4.45,2.944,5.308
"obj268","moose","elch","alce","alce","elen","szarvas","lu4",0.92,0.97,0.66,0.9,0.96,0.94,0.82,0.04,0,0.28,0.08,0.02,0.02,0.04,0.04,0.03,0.06,0.02,0.02,0.04,0.14,6,6.7,7,7,3,4,6,0.76,0.76,0.36,0.47,0.67,0.55,0.34,0,0,0,0,0,0.45,0.24,0,0,0,0,0,0,0,0.24,0.24,0.64,0.53,0.33,0,0.41,1269,1137,1511,1450,1304,1201,1512,1158,1087,1509,1306,1211,1157,1530,NA,NA,NA,NA,NA,1257,1629,NA,NA,NA,NA,NA,NA,NA,1624,1293,1512,1576,1489,NA,1429,1,1,2,2,2,2,1,5,4,4,4,4,7,0.693,0.693,0.693,0,2.9,0,0.693
"obj269","mop","wischmopp","trapeador","scopa","partsal","felmosó","tuo1-ba3",1,0.93,0.96,0.82,0.78,0.94,0.92,0,0.03,0.04,0.14,0.12,0,0.02,0,0.03,0,0.04,0.1,0.06,0.06,2,10,3,10,9,7,2,0.94,0.29,0.81,0.63,0.41,0.32,0.98,0,0.11,0,0.05,0.05,0.43,0,0,0.21,0.17,0.05,0,0,0,0.06,0.39,0.02,0.27,0.54,0.26,0.02,920,1581,1123,1422,1520,1276,1056,933,1545,1080,1287,1515,1504,1063,NA,1720,NA,1444,1370,1280,NA,NA,1330,1331,1663,NA,NA,NA,716,1705,1130,1694,1537,984,738,1,2,4,2,2,3,2,3,9,9,5,7,7,1.386,0,0,1.792,3.85,0,1.099
"obj270","mosquito","muecke","mosco","zanzara","komar","szúnyog","un2-zi5",0.92,0.8,0.88,0.94,0.84,0.98,0.84,0.06,0.07,0.1,0.04,0.1,0.02,0.06,0.02,0.13,0.02,0.02,0.06,0,0.1,8,11.7,7,9,8,10,7,0.54,0.29,0.32,0.57,0.64,0.57,0.76,0,0,0.32,0,0,0,0,0,0.04,0.18,0,0,0.02,0,0.46,0.67,0.18,0.43,0.36,0.41,0.24,1589,1661,1434,1551,1680,1469,1609,1436,1449,1411,1428,1472,1412,1423,NA,NA,1561,NA,NA,NA,NA,NA,1993,1155,NA,NA,1377,NA,1772,1733,1533,1717,2055,1553,2204,3,2,2,3,2,2,2,8,5,5,7,5,7,1.792,0,0,2.079,4.3,0,4.511
"obj271","motorcycle","motorrad","motocicleta","motocicletta","motor","motor","mo2-tuo1-che1",1,0.97,1,0.96,0.96,0.94,0.98,0,0,0,0,0,0,0,0,0.03,0,0.04,0.04,0.06,0.02,3,1.7,2,3,3,4,4,0.96,1,0.56,0.6,0.83,0.66,0.59,0,0,0.44,0.38,0.17,0,0.39,0,0,0,0,0,0.32,0,0.04,0,0,0.02,0,0.02,0.02,928,813,922,931,1167,834,894,932,813,950,953,1072,820,852,NA,NA,886,900,1644,NA,962,NA,NA,NA,NA,NA,866,NA,838,NA,NA,830,NA,768,811,4,3,5,5,2,2,3,10,8,11,12,5,5,2.708,2.708,0,0,4.9,3.784,4.111
"obj272","mountain","berg","montaña","montagna","vr^h","hegycsúcs","shan1",1,0.97,0.94,0.98,0.92,0.96,0.94,0,0,0.04,0,0,0.02,0,0,0.03,0.02,0.02,0.08,0.02,0.06,3,10,7,7,4,5,7,0.94,0.83,0.7,0.57,0.76,0.52,0.66,0,0,0,0.16,0.02,0.44,0.21,0,0,0.06,0.27,0,0,0,0.06,0.17,0.23,0,0.22,0.04,0.13,967,1003,1294,1116,1203,1057,1374,921,969,1227,986,1198,1039,1185,NA,NA,NA,1309,1833,1108,1840,NA,NA,983,1277,NA,NA,NA,1686,1168,1578,NA,1154,748,1576,2,1,3,3,1,2,1,8,4,7,8,4,9,4.443,4.234,4.263,2.996,4.1,0,4.007
"obj273","mouse","maus","ratón","topo","mishka","egér","lao3-shu3",0.98,0.97,1,1,0.78,0.96,1,0,0.03,0,0,0,0,0,0.02,0,0,0,0.22,0.04,0,4,1.7,2,2,5,4,5,0.92,1,0.98,0.88,0.85,0.88,0.88,0.02,0,0,0.12,0.08,0.1,0.08,0,0,0,0,0,0,0,0.06,0,0.02,0,0.08,0.02,0.04,954,830,931,1053,1078,926,935,961,830,932,1036,1020,919,917,1088,NA,NA,1174,1395,980,1085,NA,NA,NA,NA,NA,NA,NA,806,NA,865,NA,1405,938,1025,1,1,2,2,2,2,2,5,4,5,4,6,4,2.944,2.398,3.584,1.386,3.75,0,4.86
"obj274","mousetrap","mausefalle","ratonera","trappola","kapan","egérfogó","bu3-shu3-qi4",0.98,1,0.84,0.88,0.88,0.96,0.66,0.02,0,0.12,0.1,0.1,0.02,0.24,0,0,0.04,0.02,0.02,0.02,0.1,3,1.7,8,3,3,3,11,0.65,1,0.5,0.68,0.91,0.77,0.49,0.35,0,0,0.27,0.07,0,0.3,0,0,0.5,0.05,0,0.1,0,0,0,0,0,0.02,0.13,0.21,1269,1221,1512,1561,1279,1259,1759,1193,1221,1329,1580,1228,1234,1740,1412,NA,NA,1591,1419,NA,1580,NA,NA,1695,1094,NA,1403,NA,NA,NA,NA,NA,2890,1298,2056,2,4,4,3,2,4,3,9,10,8,8,5,8,0.693,0,0.693,0,3.65,0,0.693
"obj275","mushroom","pilz","hongo","fungo","g^ba","gomba","xiang1-gu1",1,0.97,0.98,0.94,0.98,0.98,0.98,0,0,0.02,0.04,0,0,0,0,0.03,0,0.02,0.02,0.02,0.02,1,1.7,2,1,2,1,4,1,1,0.96,1,0.98,1,0.88,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.12,746,726,938,798,852,752,1057,746,726,941,798,852,752,971,NA,NA,NA,NA,843,NA,NA,NA,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,2,1,2,2,2,2,2,8,4,5,5,4,5,2.639,1.792,1.946,1.946,3.9,0,1.946
"obj276","music","noten","notas musicales","note","noti","kotta","in1-fu2",0.96,1,0.96,0.9,0.94,0.96,0.98,0,0,0.02,0.02,0,0.02,0,0.04,0,0.02,0.08,0.06,0.02,0.02,5,8.3,10,8,5,5,5,0.5,0.77,0.33,0.38,0.81,0.54,0.51,0.13,0,0.31,0.22,0,0,0,0.35,0,0.19,0.13,0,0.44,0,0.02,0.23,0.17,0.27,0.19,0.02,0.49,1056,1003,1187,1299,1196,1134,1191,1072,918,1016,970,1091,1152,1060,1109,NA,1212,1309,NA,NA,NA,992,NA,1365,1380,NA,1127,NA,1439,1283,1284,1717,1638,833,1328,2,2,6,2,2,2,2,5,5,14,4,4,5,4.898,3.85,0,0,3.45,0,2.197
"obj277","nail","nagel","clavo","chiodo","piron","szög","ding1-zi5",0.98,1,1,0.96,0.98,0.98,0.9,0.02,0,0,0,0,0,0,0,0,0,0.04,0.02,0.02,0.1,1,1.7,2,2,2,2,6,1,1,0.98,0.85,0.98,0.78,0.8,0,0,0,0,0,0.22,0.16,0,0,0,0,0.02,0,0,0,0,0.02,0.15,0,0,0.04,1086,1064,1060,1183,993,1128,1070,1086,1064,1060,1155,976,1142,1077,NA,NA,NA,NA,NA,1079,1134,NA,NA,NA,NA,1803,NA,NA,NA,NA,1070,1351,NA,NA,723,1,2,2,2,2,1,2,4,5,5,6,5,4,3.258,2.565,2.89,2.833,3.6,0,2.079
"obj278","neck","hals","cuello","collo","shija","nyak","bo2-zi5",0.98,0.97,0.94,0.92,0.92,0.94,0.84,0.02,0,0.04,0.02,0.02,0,0.02,0,0.03,0.02,0.06,0.06,0.06,0.14,5,6.7,8,6,8,7,11,0.67,0.72,0.77,0.63,0.44,0.64,0.48,0,0,0,0.02,0,0.02,0,0,0,0,0,0.28,0,0.05,0.33,0.28,0.23,0.35,0.28,0.34,0.48,1133,1401,1375,1278,1773,1240,1451,1057,1334,1288,1219,1731,1153,1374,NA,NA,NA,1448,NA,1764,NA,NA,NA,NA,NA,1781,NA,1573,1288,1578,1661,1376,1829,1372,1515,1,1,2,2,2,1,2,4,4,6,5,5,4,4.382,3.807,5.288,1.792,3.5,4.99,4.317
"obj279","necklace","kette","collar","collana","og^rlitsa","nyaklánc","xiang4-lian4",1,1,0.98,1,0.9,0.98,0.96,0,0,0,0,0.04,0,0,0,0,0.02,0,0.06,0.02,0.04,5,3.3,2,1,7,5,3,0.82,0.97,0.98,1,0.56,0.45,0.92,0.02,0.03,0,0,0,0.37,0.04,0,0,0,0,0.36,0.12,0,0.16,0,0.02,0,0.09,0.06,0.04,863,820,948,865,1326,953,970,821,810,943,865,1217,940,987,807,1129,NA,NA,NA,869,855,NA,NA,NA,NA,1388,1025,NA,1090,NA,1169,NA,1758,1410,702,2,2,2,3,4,2,2,8,5,6,7,9,8,1.609,3.178,3.332,1.609,2.85,0,3.045
"obj280","needle","nadel","aguja","ago","igla","tüü","zhen1",0.94,0.97,0.94,0.94,0.94,0.88,0.78,0.04,0.03,0.06,0.04,0,0,0.14,0.02,0,0,0.02,0.06,0.12,0.08,5,3.3,3,7,2,4,6,0.92,0.83,0.96,0.72,0.98,0.93,0.64,0.02,0,0,0.02,0.02,0.02,0.18,0,0,0,0,0,0,0,0.06,0.17,0.04,0.26,0,0.05,0.18,1514,1488,1414,1376,1310,1184,1390,1449,1496,1422,1337,1291,1133,1298,1945,NA,NA,1897,2194,1453,1510,NA,NA,NA,NA,NA,NA,NA,2312,1449,1235,1443,NA,2105,1597,2,2,3,2,2,1,1,6,5,5,3,4,2,2.833,1.946,3.466,0,4.25,0,4.977
"obj281","nest","nest","nido","nido","gnezdo","fészek","dan4",0.96,1,0.98,0.96,0.94,0.88,0.92,0,0,0,0.02,0,0,0,0.04,0,0.02,0.02,0.06,0.12,0.08,4,5,2,5,3,3,11,0.73,0.83,0.67,0.58,0.57,0.71,0.33,0.02,0.17,0,0,0.02,0,0.15,0,0,0,0,0,0,0,0.25,0,0.33,0.42,0.4,0.3,0.52,994,1057,1266,1122,1397,1126,1315,1059,999,1284,1137,1451,1239,1240,921,1345,NA,NA,3284,NA,1600,NA,NA,NA,NA,NA,NA,NA,811,NA,1227,1102,1220,856,1280,1,1,2,2,2,2,1,4,4,4,4,6,6,2.89,2.197,3.296,1.946,3.5,2.833,1.609
